Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days
SH10979,Warehouse_LA,New York,DHL,2023-03-23,2023-04-07,9.6,82.64,Delayed,490,4
SH10980,Warehouse_SEA,Los Angeles,USPS,2023-09-15,2023-09-19,7.9,161.43,Delivered,1355,4
SH10981,Warehouse_MIA,Portland,FedEx,2023-03-22,2023-03-25,16.0,178.47,Delivered,1288,3
SH10982,Warehouse_MIA,Seattle,DHL,2023-04-04,2023-04-07,66.1,217.51,Delivered,779,3
SH10983,Warehouse_MIA,Chicago,USPS,2023-08-11,2023-08-17,27.0,210.66,Lost,1555,6
SH10984,Warehouse_HOU,Miami,DHL,2023-10-04,2023-10-08,20.0,276.56,Delivered,1631,4
SH10985,Warehouse_CHI,Chicago,UPS,2023-07-12,2023-07-16,45.0,108.75,Delivered,400,4
SH10986,Warehouse_LA,Los Angeles,OnTrac,2023-12-18,2023-12-24,42.1,285.71,Delivered,1460,6
SH10987,Warehouse_SEA,Denver,LaserShip,2023-05-02,2023-05-06,27.6,151.22,Delayed,1095,3
SH10988,Warehouse_DEN,Atlanta,FedEx,2023-05-16,2023-05-18,16.0,70.65,Delivered,336,2
SH10989,Warehouse_LA,San Francisco,Amazon Logistics,2023-12-18,2023-12-23,19.0,224.0,Delivered,1524,5
SH10990,Warehouse_ATL,San Francisco,OnTrac,2023-01-23,2023-01-26,10.4,96.85,Delivered,762,3
SH10991,Warehouse_DEN,Seattle,FedEx,2023-05-20,2023-05-26,24.2,223.55,In Transit,1524,6
SH10992,Warehouse_HOU,Minneapolis,USPS,2023-09-11,2023-09-13,25.5,109.88,Delivered,688,2
SH10993,Warehouse_ATL,Detroit,DHL,2023-06-25,2023-06-30,20.0,357.86,Delivered,2339,5
SH10994,Warehouse_MIA,Portland,DHL,2023-04-23,2023-04-29,19.1,302.52,Delivered,2132,6
SH10995,Warehouse_BOS,Boston,OnTrac,2023-12-27,2023-12-31,8.0,211.44,Delivered,1257,4
SH10996,Warehouse_SEA,San Francisco,OnTrac,2023-11-29,2023-12-03,25.4,145.24,Delivered,749,4
SH10997,Warehouse_HOU,New York,Amazon Logistics,2023-02-13,2023-02-16,11.6,99.14,Delivered,773,3
SH10998,Warehouse_ATL,Denver,DHL,2023-05-13,2023-05-16,14.9,55.89,Delayed,228,2
SH10999,Warehouse_HOU,New York,LaserShip,2023-11-14,2023-11-21,19.4,348.76,Delivered,2417,7
SH11000,Warehouse_DEN,Chicago,FedEx,2023-10-26,2023-10-29,3.4,77.16,Delivered,500,3
SH11001,Warehouse_BOS,Detroit,USPS,2023-01-16,2023-01-19,50.5,116.2,Delivered,493,3
SH11002,Warehouse_ATL,Minneapolis,DHL,2023-08-05,2023-08-19,29.7,98.25,Delayed,456,1
SH11003,Warehouse_MIA,Los Angeles,Amazon Logistics,2023-12-31,2024-01-05,11.7,108.46,Delivered,612,5
SH11004,Warehouse_ATL,Atlanta,OnTrac,2023-10-10,2023-10-15,0.3,281.6,Delivered,2137,5
SH11005,Warehouse_SEA,Atlanta,DHL,2023-10-27,2023-10-30,27.6,157.0,Delivered,850,3
SH11006,Warehouse_CHI,Detroit,Amazon Logistics,2023-08-20,2023-08-25,6.9,39.81,Delayed,283,3
SH11007,Warehouse_DEN,Minneapolis,FedEx,2023-03-07,2023-03-19,5.4,184.97,Delayed,1364,6
SH11008,Warehouse_BOS,Phoenix,DHL,2023-08-09,2023-08-15,20.6,317.6,Delivered,1975,6
SH11009,Warehouse_NYC,Chicago,LaserShip,2023-04-19,2023-04-22,10.1,104.49,Delivered,790,3
SH11010,Warehouse_MIA,New York,DHL,2023-10-30,2023-11-04,17.0,252.92,Delivered,1685,5
SH11011,Warehouse_CHI,Denver,FedEx,2023-09-15,2023-09-18,30.9,179.89,Delivered,1000,3
SH11012,Warehouse_SEA,Houston,OnTrac,2023-04-26,2023-05-02,8.2,306.04,Delivered,2254,6
SH11013,Warehouse_LA,Atlanta,FedEx,2023-06-11,2023-06-16,37.6,305.62,Delivered,1761,5
SH11014,Warehouse_ATL,Denver,FedEx,2023-05-28,2023-06-03,78.7,309.33,Delivered,1394,6
SH11015,Warehouse_CHI,Los Angeles,USPS,2023-11-26,2023-11-30,59.8,203.1,Delivered,789,4
SH11016,Warehouse_MIA,Houston,LaserShip,2023-08-14,2023-08-19,21.4,113.32,Lost,790,5
SH11017,Warehouse_ATL,Dallas,OnTrac,2023-05-12,2023-05-18,50.3,257.68,Delivered,1485,6
SH11018,Warehouse_SEA,San Francisco,Amazon Logistics,2023-08-06,2023-08-10,23.7,280.45,Returned,2017,4
SH11019,Warehouse_MIA,Detroit,UPS,2023-02-22,2023-02-27,43.5,324.49,Delivered,2021,5
SH11020,Warehouse_NYC,Boston,UPS,2023-09-23,2023-09-28,14.9,,Delayed,215,1
SH11021,Warehouse_NYC,Denver,OnTrac,2023-03-28,2023-04-04,16.7,200.43,Delivered,1466,7
SH11022,Warehouse_BOS,Boston,FedEx,2023-03-15,2023-03-17,12.8,94.48,Delivered,626,2
SH11023,Warehouse_DEN,Atlanta,OnTrac,2023-02-20,2023-02-23,3.5,138.85,Delivered,1063,3
SH11024,Warehouse_NYC,Atlanta,UPS,2023-04-16,2023-04-18,166.1,337.18,Delivered,870,2
SH11025,Warehouse_BOS,Chicago,FedEx,2023-08-23,2023-08-28,21.8,325.09,Delivered,2387,5
SH11026,Warehouse_LA,San Francisco,Amazon Logistics,2023-04-29,2023-05-03,25.3,172.77,Delivered,1260,4
SH11027,Warehouse_DEN,Dallas,OnTrac,2023-02-16,2023-03-02,8.5,228.43,Delayed,1754,4
SH11028,Warehouse_SF,Detroit,UPS,2023-08-29,2023-09-01,12.4,129.81,In Transit,842,3
SH11029,Warehouse_SF,New York,FedEx,2023-06-21,2023-06-25,40.7,240.08,Delivered,1457,4
SH11030,Warehouse_SF,Detroit,OnTrac,2023-06-10,2023-06-17,17.3,300.85,Delivered,2372,7
SH11031,Warehouse_BOS,Denver,OnTrac,2023-07-26,2023-07-31,12.9,276.52,Delivered,1986,5
SH11032,Warehouse_SF,Seattle,UPS,2023-06-10,2023-06-12,27.3,54.83,Delivered,128,2
SH11033,Warehouse_NYC,Phoenix,OnTrac,2023-12-23,2023-12-25,20.2,82.02,Delivered,426,2
SH11034,Warehouse_DEN,San Francisco,FedEx,2023-05-22,2023-05-27,22.6,256.62,In Transit,1708,5
SH11035,Warehouse_BOS,New York,OnTrac,2023-12-23,2024-01-01,15.2,261.44,Delayed,1561,3
SH11036,Warehouse_CHI,Phoenix,OnTrac,2023-06-09,2023-06-23,18.4,156.75,Delayed,1064,5
SH11037,Warehouse_LA,Chicago,DHL,2023-03-15,2023-03-20,14.7,292.83,Delivered,1842,5
SH11038,Warehouse_ATL,Seattle,LaserShip,2023-10-05,2023-10-11,41.9,129.64,Delivered,670,6
SH11039,Warehouse_SF,Atlanta,UPS,2023-10-04,2023-10-08,9.4,208.22,Delivered,1675,4
SH11040,Warehouse_CHI,Boston,FedEx,2023-09-05,2023-09-15,8.4,237.7,Delayed,1854,5
SH11041,Warehouse_MIA,San Francisco,DHL,2023-04-08,2023-04-15,20.5,369.7,Delivered,2249,7
SH11042,Warehouse_SF,Miami,OnTrac,2023-06-15,2023-06-23,16.4,264.86,Delayed,1947,4
SH11043,Warehouse_ATL,Portland,UPS,2023-12-30,2023-12-31,19.9,66.41,Delivered,229,1
SH11044,Warehouse_SF,Minneapolis,USPS,2023-03-26,2023-03-28,45.5,87.93,Delivered,399,2
SH11045,Warehouse_SEA,Los Angeles,LaserShip,2023-08-23,2023-08-26,31.8,101.3,In Transit,519,3
SH11046,Warehouse_LA,Houston,FedEx,2023-02-20,2023-02-24,20.3,232.45,Delivered,1505,4
SH11047,Warehouse_SEA,Denver,UPS,2023-06-07,2023-06-12,34.3,295.73,Delivered,2017,5
SH11048,Warehouse_NYC,Phoenix,Amazon Logistics,2023-04-11,2023-04-18,12.7,285.48,Lost,2264,7
SH11049,Warehouse_SF,San Francisco,USPS,2023-11-06,2023-11-11,53.3,343.47,Delivered,2222,5
SH11050,Warehouse_DEN,Dallas,OnTrac,2023-10-04,2023-10-10,85.3,406.22,Delivered,2470,6
SH11051,Warehouse_SF,Denver,DHL,2023-08-16,2023-08-20,18.1,205.49,Delivered,1418,4
SH11052,Warehouse_NYC,Dallas,DHL,2023-08-16,2023-08-23,8.2,257.45,Delivered,1838,7
SH11053,Warehouse_DEN,Atlanta,LaserShip,2023-01-14,2023-01-15,14.4,50.76,Delivered,253,1
SH11054,Warehouse_DEN,Houston,LaserShip,2023-12-23,2023-12-27,4.3,218.11,Delivered,1565,4
SH11055,Warehouse_ATL,Atlanta,OnTrac,2023-09-10,2023-09-14,57.1,259.94,Delivered,1447,4
SH11056,Warehouse_BOS,New York,UPS,2023-08-05,2023-08-08,18.0,63.23,Delivered,312,3
SH11057,Warehouse_BOS,Phoenix,LaserShip,2023-07-18,2023-07-19,27.5,41.66,Delivered,101,1
SH11058,Warehouse_DEN,Denver,OnTrac,2023-01-17,2023-01-21,20.7,179.54,Delivered,1413,4
SH11059,Warehouse_HOU,Seattle,FedEx,2023-05-02,2023-05-06,14.5,88.92,Delivered,581,4
SH11060,Warehouse_NYC,Houston,DHL,2023-12-25,2024-01-03,9.3,223.05,Delayed,1331,3
SH11061,Warehouse_SF,Dallas,UPS,2023-01-22,2023-01-27,10.3,237.92,Delivered,1737,5
SH11062,Warehouse_HOU,Detroit,DHL,2023-05-10,2023-05-22,31.3,323.1,Delayed,1873,5
SH11063,Warehouse_MIA,Denver,LaserShip,2023-12-12,2023-12-15,14.3,88.88,Delivered,489,3
SH11064,Warehouse_ATL,Miami,LaserShip,2023-07-06,2023-07-12,42.3,297.4,Delivered,2310,6
SH11065,Warehouse_LA,Atlanta,DHL,2023-01-04,2023-01-09,55.9,321.41,Delivered,1931,5
SH11066,Warehouse_CHI,Portland,Amazon Logistics,2023-10-14,2023-10-17,8.0,33.03,Delivered,207,3
SH11067,Warehouse_BOS,Denver,UPS,2023-07-19,2023-08-01,25.9,323.47,Delayed,2279,7
SH11068,Warehouse_SEA,Dallas,UPS,2023-05-04,2023-05-09,11.6,196.42,Delivered,1463,5
SH11069,Warehouse_CHI,Portland,Amazon Logistics,2023-07-02,2023-07-04,20.2,129.06,Delivered,780,2
SH11070,Warehouse_ATL,Minneapolis,FedEx,2023-05-09,2023-05-11,21.9,101.98,Delivered,506,2
SH11071,Warehouse_DEN,Dallas,Amazon Logistics,2023-01-20,2023-01-29,10.3,310.92,Delivered,2349,9
SH11072,Warehouse_ATL,New York,LaserShip,2023-12-05,2023-12-07,7.0,114.15,Delivered,704,2
SH11073,Warehouse_NYC,Portland,USPS,2023-10-01,2023-10-07,37.4,165.48,Delivered,1209,6
SH11074,Warehouse_CHI,Miami,Amazon Logistics,2023-08-23,2023-08-27,13.9,163.87,Delivered,1350,4
SH11075,Warehouse_LA,Boston,Amazon Logistics,2023-10-15,2023-10-21,6.0,162.4,Delivered,1231,6
SH11076,Warehouse_NYC,Dallas,OnTrac,2023-04-17,2023-04-19,32.4,81.15,Delivered,415,2
SH11077,Warehouse_ATL,Phoenix,USPS,2023-05-31,2023-06-02,21.1,49.8,Delivered,270,2
SH11078,Warehouse_ATL,Houston,Amazon Logistics,2023-07-05,2023-07-10,66.5,94.15,Delivered,155,5
SH11079,Warehouse_NYC,Detroit,UPS,2023-12-15,2023-12-21,19.5,354.28,Delivered,2393,6
SH11080,Warehouse_HOU,Dallas,UPS,2023-10-09,2023-10-14,7.6,108.9,Delivered,772,5
SH11081,Warehouse_CHI,Miami,Amazon Logistics,2023-07-23,2023-07-26,84.6,260.78,In Transit,1350,3
SH11082,Warehouse_DEN,San Francisco,DHL,2023-09-05,2023-09-16,26.7,243.13,Delayed,1505,5
SH11083,Warehouse_SF,Portland,Amazon Logistics,2023-06-29,2023-07-01,22.6,115.12,Delivered,719,2
SH11084,Warehouse_DEN,Phoenix,FedEx,2023-12-18,2023-12-21,31.0,227.94,Delivered,1045,3
SH11085,Warehouse_SF,Atlanta,FedEx,2023-10-17,2023-10-21,22.9,178.45,Delivered,1185,4
SH11086,Warehouse_ATL,Boston,UPS,2023-09-11,2023-09-17,41.5,338.34,Delivered,2120,6
SH11087,Warehouse_BOS,Portland,OnTrac,2023-11-07,2023-11-12,40.0,437.26,Delivered,2431,5
SH11088,Warehouse_BOS,New York,DHL,2023-10-24,2023-10-26,3.5,105.56,Delivered,799,2
SH11089,Warehouse_LA,Detroit,LaserShip,2023-10-28,2023-10-31,70.4,166.43,Delivered,795,3
SH11090,Warehouse_LA,Detroit,DHL,2023-12-22,2023-12-25,17.5,100.77,Delivered,427,3
SH11091,Warehouse_SF,Atlanta,LaserShip,2023-07-26,2023-08-07,15.5,130.67,Delayed,1035,3
SH11092,Warehouse_NYC,Portland,DHL,2023-07-29,2023-08-02,26.5,292.13,Delivered,1670,4
SH11093,Warehouse_BOS,Portland,Amazon Logistics,2023-05-03,2023-05-15,7.7,226.92,Delivered,1895,12
SH11094,Warehouse_ATL,Miami,Amazon Logistics,2023-05-24,2023-05-28,31.7,134.57,Delivered,862,4
SH11095,Warehouse_SF,New York,DHL,2023-05-24,2023-05-28,15.3,271.25,Delivered,1709,4
SH11096,Warehouse_NYC,Phoenix,FedEx,2023-05-15,2023-05-21,7.1,304.96,Delivered,2397,6
SH11097,Warehouse_HOU,Portland,FedEx,2023-01-11,2023-01-17,90.3,248.01,Delivered,1076,6
SH11098,Warehouse_LA,San Francisco,LaserShip,2023-03-31,2023-04-04,30.3,127.04,Delivered,862,4
SH11099,Warehouse_DEN,Atlanta,OnTrac,2023-10-25,2023-10-31,12.6,158.56,Delivered,1256,6
SH11100,Warehouse_NYC,Miami,FedEx,2023-09-09,2023-09-13,15.0,185.82,Delivered,1368,4
SH11101,Warehouse_CHI,Miami,OnTrac,2023-01-02,2023-01-20,57.4,222.36,Delayed,1350,5
SH11102,Warehouse_ATL,Houston,UPS,2023-11-22,2023-11-27,61.5,383.67,Delivered,1976,5
SH11103,Warehouse_LA,San Francisco,FedEx,2023-08-18,2023-08-24,7.7,49.02,In Transit,313,6
SH11104,Warehouse_HOU,Denver,FedEx,2023-12-02,2023-12-05,53.7,255.13,Delivered,1030,3
SH11105,Warehouse_LA,San Francisco,LaserShip,2023-08-03,2023-08-10,54.6,6562.21,Delivered,1942,7
SH11106,Warehouse_DEN,San Francisco,UPS,2023-03-12,2023-03-15,19.0,180.68,Delivered,1291,3
SH11107,Warehouse_SEA,Portland,FedEx,2023-11-25,2023-12-04,12.6,291.61,Delayed,1899,5
SH11108,Warehouse_BOS,Miami,UPS,2023-06-26,2023-07-01,54.3,314.48,Delivered,1853,5
SH11109,Warehouse_LA,Dallas,DHL,2023-01-08,2023-01-11,11.8,193.89,Delivered,1435,3
SH11110,Warehouse_NYC,Portland,FedEx,2023-08-01,2023-08-07,22.9,358.05,Delivered,2443,6
SH11111,Warehouse_SEA,San Francisco,USPS,2023-02-08,2023-02-10,24.1,80.77,Delivered,531,2
SH11112,Warehouse_HOU,Houston,USPS,2023-05-30,2023-05-31,24.2,44.49,Delivered,134,1
SH11113,Warehouse_SF,Seattle,FedEx,2023-06-28,2023-07-03,54.5,373.97,Delivered,2490,5
SH11114,Warehouse_CHI,Los Angeles,Amazon Logistics,2023-02-26,2023-03-07,26.2,282.94,Delivered,2291,9
SH11115,Warehouse_HOU,Atlanta,DHL,2023-03-02,2023-03-07,17.8,123.19,Delivered,800,5
SH11116,Warehouse_LA,Miami,LaserShip,2023-12-17,2023-12-21,16.4,316.52,Returned,1914,4
SH11117,Warehouse_DEN,Detroit,USPS,2023-04-01,,10.8,218.34,Delivered,1937,5
SH11118,Warehouse_ATL,Dallas,Amazon Logistics,2023-01-25,2023-01-30,44.6,209.38,Delivered,1333,5
SH11119,Warehouse_BOS,Seattle,USPS,2023-12-29,2024-01-04,6.7,88.73,Delivered,627,6
SH11120,Warehouse_NYC,Houston,FedEx,2023-11-28,2023-12-02,54.5,232.49,Delivered,866,4
SH11121,Warehouse_SEA,Boston,FedEx,2023-08-27,2023-09-01,17.2,248.83,Delivered,1896,5
SH11122,Warehouse_LA,San Francisco,FedEx,2023-09-12,2023-09-18,30.8,314.99,Delivered,1981,6
SH11123,Warehouse_MIA,Houston,UPS,2023-03-02,2023-03-03,14.0,50.83,In Transit,266,1
SH11124,Warehouse_NYC,Houston,UPS,2023-03-31,2023-04-04,7.9,219.09,Delivered,1665,4
SH11125,Warehouse_DEN,New York,DHL,2023-12-25,2023-12-29,14.3,256.96,Delivered,1446,4
SH11126,Warehouse_HOU,Miami,UPS,2023-08-31,2023-09-02,40.7,140.21,Delivered,807,2
SH11127,Warehouse_NYC,Phoenix,FedEx,2023-09-17,2023-09-23,24.5,300.24,Delivered,1863,6
SH11128,Warehouse_DEN,Phoenix,LaserShip,2023-08-12,2023-08-19,28.4,95.99,Delayed,496,1
SH11129,Warehouse_SEA,Phoenix,USPS,2023-10-24,2023-10-28,21.5,200.39,Delivered,1391,4
SH11130,Warehouse_NYC,Dallas,DHL,2023-06-10,2023-06-11,18.2,77.4,Delivered,361,1
SH11131,Warehouse_HOU,Minneapolis,UPS,2023-11-29,2023-12-05,1.1,394.62,Delivered,2484,6
SH11132,Warehouse_BOS,Minneapolis,LaserShip,2023-12-17,2023-12-31,35.4,212.98,Delayed,1171,5
SH11133,Warehouse_BOS,Chicago,UPS,2023-07-12,2023-07-17,10.4,107.97,Delivered,810,5
SH11134,Warehouse_BOS,Atlanta,USPS,2023-02-07,2023-02-11,15.6,159.13,Delivered,1230,4
SH11135,Warehouse_NYC,Los Angeles,USPS,2023-11-30,2023-12-07,9.6,,Delivered,1000,7
SH11136,Warehouse_ATL,Detroit,DHL,2023-11-28,2023-11-29,15.0,48.67,Delivered,173,1
SH11137,Warehouse_SEA,Boston,LaserShip,2023-02-21,2023-02-26,15.1,223.5,Delivered,1689,5
SH11138,Warehouse_CHI,Denver,USPS,2023-02-27,2023-03-03,26.1,147.22,In Transit,1000,4
SH11139,Warehouse_DEN,New York,FedEx,2023-07-23,2023-07-26,49.8,191.95,Delivered,910,3
SH11140,Warehouse_SEA,Phoenix,Amazon Logistics,2023-06-29,2023-07-01,21.1,42.11,Delivered,111,2
SH11141,Warehouse_LA,San Francisco,UPS,2023-11-06,2023-11-18,49.6,245.62,Delayed,1043,5
SH11142,Warehouse_SEA,San Francisco,FedEx,2023-03-06,2023-03-09,51.1,221.01,Delivered,1170,3
SH11143,Warehouse_HOU,Phoenix,Amazon Logistics,2023-12-16,2023-12-18,1.9,119.85,Delivered,796,2
SH11144,Warehouse_BOS,Los Angeles,OnTrac,2023-06-30,2023-07-04,21.2,271.48,Delivered,1849,4
SH11145,Warehouse_MIA,Los Angeles,OnTrac,2023-12-31,2024-01-08,44.8,183.23,In Transit,716,8
SH11146,Warehouse_DEN,Los Angeles,LaserShip,2023-01-11,2023-01-12,6.6,39.88,Delivered,265,1
SH11147,Warehouse_CHI,Seattle,USPS,2023-12-20,2023-12-25,29.9,233.47,Delivered,1576,5
SH11148,Warehouse_LA,Dallas,FedEx,2023-01-21,2023-01-25,48.1,261.72,Delivered,1435,4
SH11149,Warehouse_SEA,Chicago,USPS,2023-11-16,2023-11-19,19.0,782.71,Delivered,870,3
SH11150,Warehouse_DEN,Houston,UPS,2023-08-25,2023-09-01,25.3,334.33,Delivered,2305,7
SH11151,Warehouse_NYC,Boston,OnTrac,2023-11-23,2023-11-24,10.7,42.56,Delivered,215,1
SH11152,Warehouse_DEN,Denver,DHL,2023-09-11,2023-09-17,9.2,225.24,In Transit,1505,6
SH11153,Warehouse_MIA,San Francisco,LaserShip,2023-08-24,2023-08-31,0.3,273.62,Delivered,2149,7
SH11154,Warehouse_SEA,Chicago,Amazon Logistics,2023-10-11,2023-10-17,18.5,225.53,Delivered,1585,6
SH11155,Warehouse_LA,Chicago,DHL,2023-09-19,2023-09-22,10.2,31.86,Delivered,112,3
SH11156,Warehouse_SF,Minneapolis,LaserShip,2023-08-21,2023-08-28,72.2,354.2,Delivered,2135,7
SH11157,Warehouse_DEN,Boston,FedEx,2023-09-04,2023-09-10,25.0,316.11,Delivered,2154,6
SH11158,Warehouse_MIA,Boston,OnTrac,2023-09-14,2023-09-19,9.6,202.87,In Transit,1608,5
SH11159,Warehouse_BOS,Atlanta,DHL,2023-08-20,2023-08-23,6.9,149.93,Delivered,1077,3
SH11160,Warehouse_SEA,Denver,USPS,2023-11-29,2023-12-01,15.1,99.27,Delivered,565,2
SH11161,Warehouse_CHI,Denver,LaserShip,2023-05-09,2023-05-12,67.4,220.93,Delivered,1000,3
SH11162,Warehouse_MIA,Chicago,DHL,2023-10-14,2023-10-15,18.3,87.07,Delivered,453,1
SH11163,Warehouse_DEN,Minneapolis,Amazon Logistics,2023-02-06,2023-02-09,94.1,117.26,Delivered,132,3
SH11164,Warehouse_LA,Dallas,DHL,2023-01-18,2023-01-21,8.2,207.39,Delivered,1435,3
SH11165,Warehouse_HOU,New York,UPS,2023-04-16,2023-04-21,7.0,291.75,Delivered,2078,5
SH11166,Warehouse_LA,Houston,USPS,2023-01-25,2023-01-29,53.6,196.98,Delivered,1047,4
SH11167,Warehouse_SF,Boston,DHL,2023-08-14,2023-08-19,5.7,241.01,Delivered,1582,5
SH11168,Warehouse_LA,Phoenix,UPS,2023-08-06,2023-08-11,27.1,75.57,Delivered,373,5
SH11169,Warehouse_ATL,Boston,Amazon Logistics,2023-10-04,2023-10-17,15.9,216.07,Delayed,1814,6
SH11170,Warehouse_HOU,Miami,Amazon Logistics,2023-07-08,2023-07-12,6.5,156.0,Delivered,1302,4
SH11171,Warehouse_HOU,Atlanta,UPS,2023-12-26,2023-12-29,4.7,116.83,Delivered,800,3
SH11172,Warehouse_LA,Seattle,OnTrac,2023-10-19,2023-11-02,17.3,156.7,Delayed,1135,5
SH11173,Warehouse_SF,Minneapolis,LaserShip,2023-08-11,2023-08-14,60.8,217.77,Delivered,1157,3
SH11174,Warehouse_DEN,Portland,FedEx,2023-07-10,2023-07-15,17.1,278.83,Delivered,1989,5
SH11175,Warehouse_SEA,Portland,USPS,2023-02-22,2023-02-23,21.6,64.62,Delivered,374,1
SH11176,Warehouse_ATL,Portland,FedEx,2023-06-09,2023-06-10,13.1,32.11,In Transit,131,1
SH11177,Warehouse_DEN,Minneapolis,LaserShip,2023-08-11,2023-08-13,31.4,92.42,Delivered,422,2
SH11178,Warehouse_ATL,Atlanta,FedEx,2023-07-05,2023-07-10,38.0,329.04,Delivered,1940,5
SH11179,Warehouse_NYC,Chicago,DHL,2023-12-26,2024-01-12,13.4,137.91,Delayed,790,4
SH11180,Warehouse_NYC,Seattle,DHL,2023-04-07,2023-04-10,13.0,123.25,Delivered,860,3
SH11181,Warehouse_SF,Miami,OnTrac,2023-07-18,2023-07-21,7.2,139.61,Delivered,1122,3
SH11182,Warehouse_SF,Minneapolis,FedEx,2023-04-15,2023-04-19,8.4,214.35,In Transit,1640,4
SH11183,Warehouse_NYC,San Francisco,DHL,2023-11-10,2023-11-18,9.5,353.39,Delivered,2274,8
SH11184,Warehouse_NYC,Denver,USPS,2023-01-28,2023-01-29,21.7,78.83,Delivered,461,1
SH11185,Warehouse_CHI,Boston,UPS,2023-06-27,2023-07-02,10.2,,Delivered,1924,5
SH11186,Warehouse_LA,Houston,FedEx,2023-02-12,2023-01-13,22.1,301.23,Delayed,1879,5
SH11187,Warehouse_MIA,Detroit,DHL,2023-01-08,2023-01-11,13.5,116.78,In Transit,702,3
SH11188,Warehouse_HOU,Denver,LaserShip,2023-02-26,2023-01-27,45.0,182.33,Returned,1030,3
SH11189,Warehouse_SF,San Francisco,FedEx,2023-11-21,2023-11-24,43.7,135.18,Delivered,462,3
SH11190,Warehouse_CHI,Minneapolis,FedEx,2023-03-22,2023-03-24,152.7,290.77,Delivered,841,2
SH11191,Warehouse_SF,San Francisco,OnTrac,2023-05-11,2023-05-16,39.3,186.59,Delivered,1317,5
SH11192,Warehouse_LA,San Francisco,OnTrac,2023-12-04,2023-12-09,19.0,416.08,Delivered,2473,5
SH11193,Warehouse_NYC,Chicago,FedEx,2023-07-18,2023-07-21,9.7,,Delivered,790,3
SH11194,Warehouse_DEN,Phoenix,Amazon Logistics,2023-02-21,2023-02-26,8.3,181.52,Delivered,1457,5
SH11195,Warehouse_MIA,Phoenix,LaserShip,2023-06-17,2023-06-21,9.9,202.54,Delivered,1493,4
SH11196,Warehouse_SEA,San Francisco,UPS,2023-11-21,2023-11-27,27.3,317.02,Returned,1876,6
SH11197,Warehouse_MIA,Detroit,USPS,2023-07-24,2023-07-26,27.9,146.44,Delivered,1067,2
SH11198,Warehouse_DEN,Chicago,USPS,2023-01-24,2023-02-01,58.9,257.07,Delivered,1762,8
SH11199,Warehouse_SF,Chicago,DHL,2023-06-19,2023-06-24,83.7,296.97,Delivered,1417,5
SH11200,Warehouse_HOU,Los Angeles,LaserShip,2023-05-13,2023-05-19,19.8,271.24,Delivered,1945,6
SH11201,Warehouse_MIA,Denver,UPS,2023-10-13,2023-10-16,17.5,90.05,Delivered,591,3
SH11202,Warehouse_DEN,Atlanta,FedEx,2023-12-30,2024-01-02,19.0,153.23,Delivered,850,3
SH11203,Warehouse_BOS,Los Angeles,OnTrac,2023-12-09,2023-12-12,10.9,201.11,Delivered,1413,3
SH11204,Warehouse_LA,Seattle,OnTrac,2023-02-09,2023-02-20,28.6,180.9,Delayed,1135,3
SH11205,Warehouse_SEA,Houston,DHL,2023-06-27,2023-07-12,17.0,217.08,Delayed,1396,7
SH11206,Warehouse_SEA,Boston,FedEx,2023-08-24,2023-08-29,34.1,328.13,Delivered,2324,5
SH11207,Warehouse_BOS,Portland,DHL,2023-03-26,2023-03-31,10.5,366.13,Delivered,2421,5
SH11208,Warehouse_DEN,Denver,UPS,2023-02-18,2023-02-23,6.5,158.31,Delivered,1109,5
SH11209,Warehouse_SEA,Minneapolis,OnTrac,2023-07-30,2023-08-05,27.1,259.17,Delivered,2087,6
SH11210,Warehouse_CHI,Dallas,FedEx,2023-01-18,2023-01-24,30.0,343.66,Delivered,2379,6
SH11211,Warehouse_LA,San Francisco,FedEx,2023-06-16,2023-06-28,250.9,395.0,Delayed,239,1
SH11212,Warehouse_NYC,Atlanta,OnTrac,2023-06-26,2023-06-29,23.5,119.58,Delivered,870,3
SH11213,Warehouse_CHI,Minneapolis,DHL,2023-02-18,,18.5,171.77,Delayed,1073,3
SH11214,Warehouse_CHI,Miami,FedEx,2023-03-26,2023-03-31,81.7,289.48,Delivered,1350,5
SH11215,Warehouse_DEN,Dallas,LaserShip,2023-02-01,2023-02-03,17.5,66.25,Delivered,438,2
SH11216,Warehouse_MIA,Dallas,Amazon Logistics,2023-11-02,2023-11-11,26.1,286.32,Delayed,1611,4
SH11217,Warehouse_SEA,Seattle,LaserShip,2023-06-11,2023-06-16,80.8,209.48,Delivered,805,5
SH11218,Warehouse_BOS,Phoenix,FedEx,2023-02-25,2023-02-27,36.8,78.75,Delivered,196,2
SH11219,Warehouse_HOU,Minneapolis,DHL,2023-04-29,2023-05-03,48.2,262.05,Delivered,1272,4
SH11220,Warehouse_ATL,Phoenix,UPS,2023-08-05,2023-08-12,42.0,359.87,Delivered,2255,7
SH11221,Warehouse_MIA,Los Angeles,LaserShip,2023-11-05,2023-11-07,29.5,109.58,In Transit,409,2
SH11222,Warehouse_DEN,Atlanta,UPS,2023-10-12,,5.5,49.39,Delivered,338,3
SH11223,Warehouse_SEA,San Francisco,FedEx,2023-09-05,2023-09-11,24.9,351.21,Delivered,2438,6
